

Software Version	3.10.06



Experiment File Path:	C:\Users\yeung\OneDrive\Documents\aqib\platereader\mgz1_dcasrx_antibiotics.xpt
Protocol File Path:	C:\Users\yeung\OneDrive\Documents\aqib\platereader\mepM_overexpress_protocol.prt



Plate Number	Plate 1
Date	2/25/2023
Time	3:15:36 PM
Reader Type:	Synergy H1
Reader Serial Number:	1811261C
Reading Type	Reader

Procedure Details

Plate Type	96 WELL PLATE
Eject plate on completion	
Set Temperature	Setpoint 37°C
	Preheat before moving to next step
Start Kinetic	Runtime 30:00:00 (HH:MM:SS), Interval 0:05:00, 361 Reads
    Shake	Double Orbital: Continuous
	Frequency: 807 cpm (1 mm)
    Read	Absorbance Endpoint
	Full Plate
	Wavelengths:  600
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 8
    Read	Fluorescence Endpoint
	Full Plate
	Filter Set 1
	    Excitation: 579,  Emission: 616
	    Optics: Bottom,  Gain: 100
	Light Source: Xenon Flash,  Lamp Energy: High
	Read Speed: Normal,  Delay: 100 msec,  Measurements/Data Point: 10
	Read Height: 7 mm
End Kinetic	

Read 1:600

Time	T° Read 1:600	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
6:33:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.826	0.070	0.057	0.859	0.062	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.751	0.067	0.056	0.899	0.071	0.061	0.037	0.037	0.037	0.038	0.037	0.037	0.905	0.070	0.055	0.855	0.069	0.053	0.036	0.038	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
6:38:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	0.833	0.069	0.057	0.854	0.062	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.758	0.066	0.056	0.906	0.071	0.061	0.037	0.038	0.037	0.038	0.037	0.038	0.915	0.070	0.055	0.863	0.069	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
6:43:18	37.0	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.082	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	0.840	0.069	0.057	0.852	0.061	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.764	0.066	0.055	0.911	0.070	0.060	0.037	0.037	0.037	0.038	0.037	0.038	0.923	0.070	0.055	0.868	0.069	0.053	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
6:48:18	37.0	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.082	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.037	0.037	0.847	0.069	0.057	0.855	0.061	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.770	0.066	0.055	0.918	0.070	0.060	0.037	0.037	0.037	0.038	0.037	0.038	0.933	0.070	0.054	0.873	0.068	0.054	0.036	0.038	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
6:53:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	0.854	0.068	0.057	0.863	0.061	0.061	0.037	0.037	0.036	0.037	0.037	0.036	0.776	0.066	0.056	0.925	0.070	0.060	0.037	0.037	0.037	0.037	0.037	0.038	0.941	0.069	0.055	0.880	0.068	0.053	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
6:58:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.863	0.068	0.057	0.868	0.061	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.781	0.066	0.055	0.931	0.070	0.060	0.037	0.037	0.037	0.038	0.037	0.038	0.952	0.069	0.055	0.887	0.068	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
7:03:18	36.9	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	0.871	0.068	0.057	0.874	0.061	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.788	0.065	0.056	0.937	0.070	0.060	0.037	0.038	0.037	0.038	0.037	0.038	0.962	0.069	0.055	0.894	0.068	0.054	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:08:18	37.0	0.041	0.036	0.036	0.036	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	0.881	0.067	0.057	0.879	0.061	0.061	0.037	0.038	0.036	0.037	0.037	0.036	0.795	0.065	0.056	0.941	0.069	0.060	0.037	0.037	0.037	0.038	0.037	0.038	0.972	0.068	0.055	0.900	0.067	0.053	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:13:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.082	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.890	0.067	0.057	0.901	0.061	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.801	0.065	0.055	0.947	0.069	0.060	0.037	0.037	0.037	0.038	0.037	0.038	0.984	0.068	0.054	0.904	0.068	0.053	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:18:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	0.900	0.067	0.057	0.891	0.060	0.061	0.037	0.037	0.036	0.037	0.037	0.036	0.808	0.065	0.055	0.952	0.069	0.060	0.037	0.038	0.037	0.038	0.037	0.037	0.996	0.068	0.054	0.906	0.067	0.053	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:23:18	37.0	0.041	0.036	0.037	0.036	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.909	0.067	0.057	0.886	0.060	0.061	0.037	0.037	0.036	0.037	0.037	0.036	0.816	0.065	0.055	0.959	0.068	0.060	0.037	0.037	0.037	0.038	0.037	0.037	1.007	0.068	0.054	0.911	0.067	0.053	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:28:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.919	0.066	0.057	0.887	0.060	0.061	0.037	0.037	0.036	0.037	0.037	0.036	0.825	0.064	0.055	0.966	0.068	0.060	0.037	0.038	0.037	0.038	0.037	0.038	1.017	0.067	0.054	0.918	0.067	0.053	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:33:18	37.0	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.038	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.037	0.037	0.928	0.066	0.057	0.894	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.833	0.064	0.055	0.974	0.068	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.027	0.067	0.054	0.924	0.067	0.053	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
7:38:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.938	0.066	0.057	0.900	0.060	0.060	0.037	0.037	0.036	0.037	0.037	0.036	0.843	0.064	0.055	0.981	0.068	0.060	0.037	0.037	0.037	0.038	0.037	0.038	1.036	0.067	0.054	0.931	0.066	0.053	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.038	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
7:43:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.946	0.066	0.057	0.906	0.060	0.061	0.037	0.037	0.036	0.037	0.037	0.036	0.852	0.064	0.055	0.988	0.068	0.060	0.037	0.037	0.037	0.038	0.037	0.038	1.046	0.067	0.054	0.937	0.066	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.036	0.036	0.037
7:48:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.956	0.066	0.056	0.913	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.860	0.064	0.055	0.995	0.067	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.058	0.067	0.054	0.945	0.067	0.053	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
7:53:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.038	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	0.964	0.066	0.056	0.919	0.060	0.060	0.037	0.037	0.036	0.037	0.037	0.036	0.869	0.064	0.055	1.002	0.067	0.060	0.037	0.038	0.037	0.037	0.037	0.038	1.067	0.067	0.054	0.950	0.066	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.038	0.037	0.038	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
7:58:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	0.973	0.065	0.056	0.926	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.877	0.064	0.055	1.009	0.067	0.060	0.037	0.038	0.037	0.038	0.037	0.038	1.077	0.067	0.054	0.959	0.066	0.053	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.038	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:03:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	0.981	0.065	0.056	0.931	0.060	0.060	0.037	0.037	0.036	0.037	0.037	0.036	0.886	0.064	0.055	1.016	0.067	0.059	0.037	0.037	0.037	0.038	0.037	0.037	1.086	0.066	0.054	0.964	0.066	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.035	0.036	0.037
8:08:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.038	0.036	0.038	0.038	0.037	0.037	0.036	0.037	0.037	0.988	0.065	0.056	0.938	0.060	0.060	0.037	0.037	0.036	0.037	0.037	0.036	0.893	0.064	0.055	1.024	0.067	0.059	0.037	0.038	0.037	0.038	0.037	0.038	1.095	0.066	0.054	0.972	0.066	0.053	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:13:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.038	0.037	0.037	0.036	0.037	0.037	0.996	0.065	0.056	0.944	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.901	0.064	0.055	1.031	0.066	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.103	0.066	0.054	0.978	0.066	0.053	0.036	0.037	0.037	0.036	0.038	0.038	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:18:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	1.004	0.065	0.056	0.950	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.910	0.064	0.055	1.038	0.067	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.111	0.066	0.054	0.986	0.066	0.053	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.035	0.036	0.037
8:23:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	1.011	0.065	0.056	0.956	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.917	0.064	0.055	1.046	0.066	0.059	0.037	0.038	0.037	0.038	0.038	0.038	1.120	0.066	0.054	0.992	0.066	0.054	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.038	0.037	0.038	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:28:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	1.020	0.065	0.056	0.963	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.926	0.064	0.055	1.054	0.066	0.059	0.037	0.038	0.037	0.038	0.038	0.038	1.128	0.065	0.054	0.999	0.066	0.054	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:33:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.038	0.036	0.038	0.038	0.037	0.036	0.037	0.037	0.037	1.028	0.065	0.056	0.969	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.934	0.064	0.055	1.060	0.066	0.059	0.037	0.038	0.037	0.038	0.038	0.038	1.137	0.065	0.054	1.007	0.065	0.054	0.037	0.038	0.037	0.037	0.038	0.037	0.037	0.038	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.038	0.037	0.037	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:38:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	1.037	0.064	0.056	0.976	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.942	0.064	0.055	1.068	0.066	0.059	0.037	0.038	0.037	0.038	0.038	0.037	1.146	0.065	0.054	1.015	0.065	0.054	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.035	0.036	0.037
8:43:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.037	0.037	0.036	0.036	0.037	0.037	1.046	0.064	0.056	0.983	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.950	0.064	0.055	1.076	0.065	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.156	0.065	0.054	1.021	0.065	0.054	0.036	0.038	0.037	0.036	0.038	0.038	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:48:18	37.0	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.038	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	1.056	0.064	0.056	0.989	0.060	0.060	0.037	0.037	0.036	0.037	0.037	0.036	0.959	0.064	0.055	1.084	0.065	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.164	0.065	0.054	1.029	0.065	0.054	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.037	0.037	0.036	0.036	0.036	0.037
8:53:18	37.0	0.041	0.036	0.036	0.036	0.037	0.037	0.037	0.038	0.078	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.038	0.036	0.038	0.038	0.037	0.037	0.036	0.037	0.037	1.065	0.064	0.056	0.996	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.966	0.064	0.055	1.091	0.065	0.059	0.037	0.037	0.037	0.038	0.038	0.038	1.171	0.065	0.054	1.037	0.065	0.054	0.037	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.038	0.037	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.036	0.036	0.037
8:58:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.081	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.036	0.037	0.037	0.036	0.037	0.038	0.037	0.036	0.036	0.037	0.037	1.073	0.064	0.056	1.004	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.975	0.064	0.055	1.099	0.065	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.181	0.064	0.054	1.044	0.065	0.055	0.036	0.038	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.036	0.037	0.038	0.037	0.037	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.036	0.036	0.037
9:03:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.079	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.038	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	1.082	0.064	0.056	1.010	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.985	0.064	0.055	1.107	0.065	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.189	0.064	0.054	1.054	0.065	0.055	0.036	0.038	0.037	0.036	0.038	0.038	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.038	0.037	0.038	0.037	0.037	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.036	0.036	0.037
9:08:18	37.0	0.041	0.036	0.036	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.038	0.038	0.037	0.036	0.036	0.037	0.037	1.091	0.064	0.056	1.018	0.060	0.060	0.037	0.038	0.036	0.037	0.037	0.036	0.993	0.063	0.056	1.114	0.065	0.059	0.037	0.037	0.037	0.038	0.037	0.038	1.198	0.064	0.054	1.061	0.065	0.055	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.036	0.037	0.036	0.036	0.035	0.037	0.037	0.038	0.037	0.036	0.035	0.036	0.037
9:13:18	37.0	0.041	0.036	0.037	0.037	0.037	0.037	0.037	0.037	0.080	0.037	0.036	0.037	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.036	0.036	0.037	0.037	1.100	0.063	0.056	1.026	0.059	0.060	0.037	0.038	0.036	0.037	0.037	0.036	1.006	0.063	0.056	1.121	0.065	0.059	0.037	0.037	0.037	0.038	0.038	0.038	1.209	0.064	0.054	1.068	0.065	0.055	0.036	0.037	0.037	0.036	0.038	0.037	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.037	0.037	0.036	0.037	0.037	0.037	0.037	0.037	0.038	0.037	0.038	0.038	0.037	0.036	0.037	0.036	0.036	0.035	0.038	0.037	0.038	0.037	0.036	0.035	0.036	0.037
